	18
fords	1
amy	1
r	4
loans	1
mondale	2
individualism	1
gained	6
about	8
rare	1
carried	5
extension	2
getting	2
freedom	3
withdrew	1
washingtonborn	1
urged	6
proposals	2
fear	1
blessings	1
successors	1
hoovers	1
persuaded	5
damp	1
eisenhower	4
swimming	1
lawyerthe	1
own	11
letters	1
489	1
washington	11
solutionthe	1
reasserted	1
brawls	1
promise	1
actions	1
hubert	1
registration	1
roads	1
humanitarianborn	1
lawyerhe	1
forget	1
yankee	1
1986	1
twain	1
1984	1
van	4
additional	3
elastic	1
confident	2
cyclical	1
housing	1
pairing	1
faithfully	1
1988	1
awarded	1
continental	4
much	8
inner	1
tippecanoe	1
territorywhen	1
buena	1
fiscal	1
buy	2
north	9
pressed	1
36th	1
funds	2
amity	1
but	36
neutral	4
lowered	1
gain	1
courts	2
flexible	1
assail	1
candidacy	1
eat	1
he	39
embargo	1
baptist	2
made	18
wise	2
places	1
whether	2
wish	1
j	3
signed	6
excitement	1
record	5
below	1
trusted	1
limit	1
ruling	2
1821great	1
monument	1
newspapers	1
inquired	1
17941796	1
minutes	1
mecklenburg	1
obstacles	1
montezuma	1
penns	1
irish	1
1865	3
recognize	1
measure	7
slowing	1
allieshe	1
crusade	1
confided	1
deatha	1
goodness	1
circumscription	1
disengagement	1
flight	1
shooting	1
openness	1
80	1
nursed	1
tariffwhen	1
mutual	2
avoided	1
48	2
49	1
corporation	2
44	2
eastern	2
42	1
43	1
abigail	2
illinois	4
stigmatizing	1
niles	1
amiabilityand	1
other	13
boom	2
sick	1
toured	2
machinehonorable	1
dresser	1
wouldbe	1
star	2
shipwreck	1
factional	1
bolling	1
class	1
warthe	1
june	7
indiscretions	1
stay	1
risked	1
berliners	1
arbiter	1
crises	2
syriain	1
rural	1
gloriously	1
repeal	1
friends	4
alienated	2
1861	2
stirred	1
balcony	1
hundreds	1
1860	1
frontier	1
seceding	1
persistent	1
rule	3
intentionally	1
hikes	1
voteselected	1
pension	1
stayed	1
determination	3
defend	2
fully	1
1864	2
